Model,Precision,Recall,Macro F1,Weighted F1,Mean Confidence,Median Confidence
Baseline CNN,0.9824843775888905,0.9869441660686402,0.984521297607081,0.9884680001104266,0.9858244061470032,0.9999233484268188
